id,swipe
438,l
439,l
440,l
441,r
442,r
443,l
444,r
445,l
446,l
447,l
448,r
449,l
450,r
451,l
452,r
453,l
454,l
455,l
456,l
457,r
458,l
459,l
460,l
461,l
462,r
463,l
464,l
465,r
466,r
467,r
468,r
469,r
470,l
471,l
472,r
473,l
474,l
475,l
476,l
477,l
478,r
479,l
480,r
481,l
482,l
483,l
484,l
485,l
486,l
487,l
488,r
489,l
490,r
491,r
492,l
493,l
494,l
495,l
496,r
497,r
498,r
499,l
500,l
501,l
502,l
503,l
504,r
505,l
506,l
507,r
508,l
509,l
510,r
511,l
512,l
513,l
514,l
515,l
516,l
517,r
518,l
519,r
520,r
521,l
522,r
523,l
524,l
525,l
526,l
527,l
528,l
529,r
530,l
531,l
532,l
533,l
534,l
535,l
536,l
537,r
538,l
539,l
540,r
541,r
542,l
543,l
544,l
545,l
546,r
547,l
548,r
549,l
550,l
551,l
552,l
553,l
554,l
555,l
556,l
557,r
558,l
559,l
560,r
561,l
562,r
563,r
564,l
565,l
566,l
567,l
568,r
569,l
570,l
571,r
572,r
573,l
574,l
575,l
576,l
577,r
578,r
579,r
580,r
581,r
582,r
583,l
584,r
585,l
586,r
587,l
588,r
589,r
590,r
591,l
592,l
593,l
594,l
595,l
596,l
597,r
598,r
599,l
600,r
601,r
602,r
603,r
604,r
605,r
606,r
607,l
608,l
609,r
610,r
611,r
612,l
613,r
614,l
615,l
616,r
617,l
618,l
619,r
620,l
621,r
622,l
623,r
624,l
625,r
626,l
627,r
628,r
629,l
630,l
631,r
632,r
633,l
634,r
635,l
636,l
637,r
638,l
639,l
640,l
641,l
642,l
643,r
644,l
645,l
646,r
647,r
648,l
649,l
650,r
651,r
652,r
653,l
654,r
655,l
656,r
657,l
658,r
659,l
660,l
661,r
662,l
663,l
664,l
665,r
666,l
667,r
668,r
669,l
670,l
671,r
672,r
673,l
674,l
675,r
676,l
677,l
678,l
679,r
680,l
681,r
682,l
683,l
684,r
685,r
686,l
687,r
688,r
689,l
690,l
691,r
692,l
693,r
694,r
695,r
696,l
697,r
698,r
699,r
700,r
701,l
702,l
703,l
704,l
705,r
706,l
707,l
708,r
709,l
710,l
711,l
712,l
713,l
714,l
715,l
716,r
717,r
718,l
719,l
720,r
721,l
722,l
723,r
724,l
725,l
726,l
727,l
728,l
729,r
730,r
731,r
732,l
733,l
734,l
735,l
736,l
737,l
738,r
739,r
740,r
741,l
742,r
743,r
744,l
745,r
746,l
747,r
748,l
749,r
750,r
751,l
752,l
753,r
754,l
755,r
756,l
757,r
758,r
759,l
760,l
761,r
762,l
763,r
764,r
765,r
766,l
767,l
768,r
769,l
770,r
771,l
772,r
773,l
774,r
775,r
776,l
777,l
778,l
779,l
780,l
781,l
782,l
783,r
