id,swipe
325,r
326,l
327,r
328,r
329,r
330,r
331,l
332,r
333,l
334,r
335,r
336,r
337,r
338,r
339,r
340,r
341,r
342,r
343,r
344,l
345,r
346,r
347,r
348,r
349,r
350,r
351,l
352,r
353,l
354,r
355,r
356,r
357,r
358,r
359,r
360,l
361,r
362,r
363,l
364,r
365,l
366,r
367,r
368,r
369,l
370,r
371,r
372,r
373,r
374,r
375,r
376,r
377,r
378,r
379,l
380,l
381,r
382,r
383,r
384,r
385,r
386,r
387,r
388,r
389,r
390,r
391,r
392,r
393,r
394,r
395,l
396,r
397,r
398,r
399,r
400,r
401,l
402,l
403,r
404,r
405,r
406,l
407,r
408,r
409,r
410,r
411,r
412,l
413,r
414,r
415,r
416,r
417,r
418,r
419,r
420,r
421,l
422,l
423,l
424,r
425,r
426,r
427,r
428,r
429,l
430,r
431,r
432,r
433,r
434,r
435,r
436,r
437,l
438,r
439,r
440,r
441,r
442,r
443,r
444,r
445,l
446,r
447,l
448,l
449,r
450,r
451,r
452,r
453,r
454,r
455,r
456,r
457,r
458,r
459,r
460,r
461,r
462,r
463,l
464,r
465,r
466,r
467,r
468,r
469,r
470,r
471,r
472,r
473,l
474,r
475,l
476,r
477,r
478,r
479,r
480,r
481,r
482,r
483,l
484,l
485,r
486,r
487,r
488,r
489,r
490,r
491,r
492,r
493,l
494,r
495,r
496,r
497,r
498,l
499,r
500,r
501,r
502,r
503,r
504,l
505,l
506,r
507,l
508,r
509,l
510,l
511,l
512,r
513,r
514,l
515,r
516,r
517,r
518,r
519,r
520,r
521,r
522,r
523,l
524,r
525,l
526,r
527,r
528,r
529,r
530,l
531,r
532,l
533,r
534,l
535,l
536,r
537,r
538,l
539,r
540,r
541,r
542,r
543,l
544,r
545,r
546,r
547,r
548,r
549,l
550,r
551,r
552,r
553,r
554,l
555,r
556,r
557,l
558,l
559,l
560,r
561,r
562,r
563,l
564,r
565,r
566,r
567,r
568,r
569,r
570,r
571,r
572,l
573,l
574,l
575,r
576,l
577,r
578,r
579,r
580,r
581,r
582,r
583,r
584,r
585,r
586,r
587,r
588,r
589,r
590,r
591,l
592,r
593,r
594,r
595,l
596,r
597,r
598,l
599,r
600,r
601,r
602,l
603,r
604,l
605,r
606,l
607,l
608,r
609,r
610,r
611,r
612,r
613,l
614,r
615,r
616,l
617,l
618,r
619,l
620,r
621,l
622,r
623,l
624,r
625,r
626,l
627,r
628,r
629,r
630,r
631,r
632,r
633,r
634,r
635,l
636,r
637,r
638,r
639,r
640,l
641,r
642,l
643,r
644,r
645,l
646,r
647,r
648,l
649,r
650,r
651,r
652,r
653,r
654,l
655,r
656,r
657,r
658,r
659,r
660,r
661,r
662,r
663,r
664,r
665,r
666,r
667,r
668,l
669,r
670,l
671,r
672,r
673,r
674,r
675,r
676,r
677,r
678,l
679,r
680,r
681,l
682,l
683,r
684,r
685,r
686,r
687,r
688,r
689,r
690,l
691,l
692,r
693,r
694,r
695,l
696,r
697,r
698,r
699,r
700,r
701,r
702,r
703,r
704,r
705,r
706,r
707,r
708,l
709,r
710,r
711,l
712,l
713,r
714,r
715,r
716,r
717,l
718,r
719,r
720,l
721,l
722,r
723,r
724,r
725,l
726,r
727,l
728,r
729,r
730,r
731,l
732,l
733,r
734,r
735,l
736,l
737,r
738,r
739,r
740,l
741,r
742,r
743,r
744,l
745,r
746,r
747,r
748,l
749,r
750,r
751,l
752,r
753,r
754,r
755,l
756,r
757,r
758,r
759,l
760,r
761,r
762,r
763,r
764,l
765,r
766,l
767,r
768,r
769,r
770,r
771,l
772,r
773,r
774,r
775,l
776,l
777,l
778,l
779,r
780,r
781,l
782,r
