id,human,subject_ambiguous,"race_(b,w,a,l,m,o)",kids,dog,cat,slutty,heavy_makeup,age_in_decades,large_breasts,fat,straight_hair,blonde_hair,short_hair,religion,filter,can_see_face
197,1,0,m,0,0,0,0,0,2,1,0,1,0,0,0,0,1
201,1,0,w,0,0,0,0,0,2,1,1,1,0,0,0,0,1
205,1,0,m,0,0,0,0,0,2,0,0,1,0,1,0,0,1
209,1,0,w,0,0,0,0,0,2,0,1,1,0,1,0,0,1
213,1,0,a,0,0,0,0,0,2,0,0,1,0,0,0,0,1
217,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
221,1,0,m,0,0,0,0,0,2,0,0,1,0,0,0,0,1
225,1,0,w,0,0,0,0,0,1,0,0,1,0,0,0,0,0
229,1,0,l,0,0,0,1,0,2,1,0,1,0,0,0,0,1
233,1,0,w,0,0,0,0,0,2,0,0,1,0,1,0,0,1
237,1,0,a,0,0,0,0,0,1,0,0,1,0,1,0,0,1
241,1,0,b,0,0,0,0,0,2,0,0,1,0,0,0,1,1
245,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,1,1
249,1,0,b,0,0,0,0,0,2,1,1,1,0,0,0,0,1
253,1,0,w,0,1,0,0,0,2,0,0,0,1,0,0,0,1
257,1,0,w,0,1,0,0,0,2,1,0,1,1,0,0,1,1
261,1,0,w,0,0,0,0,0,1,0,0,1,1,0,0,0,1
265,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,0
269,1,0,w,0,0,0,0,1,2,0,0,1,0,0,0,0,1
273,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,1
277,1,0,l,0,0,0,0,0,2,1,1,1,0,0,0,0,1
281,1,0,w,0,0,0,1,0,2,0,0,1,0,0,0,0,1
285,1,0,a,0,0,0,0,1,2,0,0,1,0,0,0,0,1
289,1,0,w,0,0,0,0,0,2,0,0,1,0,1,0,0,1
293,1,0,l,0,0,0,0,1,1,0,0,1,0,0,0,1,1
297,1,0,b,0,0,0,0,0,2,1,0,0,0,1,0,0,1
301,1,0,m,0,0,0,0,0,1,0,0,1,0,0,0,0,1
305,1,0,b,0,0,0,0,1,2,0,0,0,0,0,0,0,1
309,0,,,,,,,,,,,,,,,,
313,1,1,,,,,,,,,,,,,,,
317,1,0,m,0,0,0,0,0,2,0,1,1,0,0,0,0,1
321,1,0,b,0,0,0,0,0,2,0,0,0,0,0,0,0,1
325,1,0,w,0,0,0,0,0,2,0,0,0,0,1,0,0,1
329,1,0,l,0,1,0,0,0,2,0,0,0,0,0,0,0,1
333,1,0,w,0,0,0,0,0,2,0,0,1,1,0,0,0,1
337,1,0,w,0,0,0,0,0,2,0,0,1,0,0,0,0,1
341,1,0,w,0,0,0,0,0,2,1,1,0,1,0,0,0,1
345,1,1,,,,,,,,,,,,,,,
349,1,0,w,0,0,0,0,1,2,1,1,1,1,0,0,0,1
353,1,1,,,,,,,,,,,,,,,
357,1,0,w,0,0,0,0,0,2,1,0,1,1,0,0,0,1
361,1,0,w,0,0,0,1,0,1,0,0,1,1,1,0,0,1
365,,,,,,,,,,,,,,,,,
369,,,,,,,,,,,,,,,,,
373,,,,,,,,,,,,,,,,,
377,,,,,,,,,,,,,,,,,
381,,,,,,,,,,,,,,,,,
385,,,,,,,,,,,,,,,,,
389,,,,,,,,,,,,,,,,,
393,,,,,,,,,,,,,,,,,
397,,,,,,,,,,,,,,,,,
401,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,
409,,,,,,,,,,,,,,,,,
413,,,,,,,,,,,,,,,,,
417,,,,,,,,,,,,,,,,,
421,,,,,,,,,,,,,,,,,
425,,,,,,,,,,,,,,,,,
429,,,,,,,,,,,,,,,,,
433,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,
445,,,,,,,,,,,,,,,,,
449,,,,,,,,,,,,,,,,,
453,,,,,,,,,,,,,,,,,
457,,,,,,,,,,,,,,,,,
461,,,,,,,,,,,,,,,,,
465,,,,,,,,,,,,,,,,,
469,,,,,,,,,,,,,,,,,
473,,,,,,,,,,,,,,,,,
477,,,,,,,,,,,,,,,,,
481,,,,,,,,,,,,,,,,,
485,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,
493,,,,,,,,,,,,,,,,,
497,,,,,,,,,,,,,,,,,
501,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,
509,,,,,,,,,,,,,,,,,
513,,,,,,,,,,,,,,,,,
517,,,,,,,,,,,,,,,,,
521,,,,,,,,,,,,,,,,,
525,,,,,,,,,,,,,,,,,
529,,,,,,,,,,,,,,,,,
533,,,,,,,,,,,,,,,,,
537,,,,,,,,,,,,,,,,,
541,,,,,,,,,,,,,,,,,
545,,,,,,,,,,,,,,,,,
549,,,,,,,,,,,,,,,,,
553,,,,,,,,,,,,,,,,,
557,,,,,,,,,,,,,,,,,
561,,,,,,,,,,,,,,,,,
565,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,
573,,,,,,,,,,,,,,,,,
577,,,,,,,,,,,,,,,,,
581,,,,,,,,,,,,,,,,,
585,,,,,,,,,,,,,,,,,
589,,,,,,,,,,,,,,,,,
593,,,,,,,,,,,,,,,,,
597,,,,,,,,,,,,,,,,,
601,,,,,,,,,,,,,,,,,
605,,,,,,,,,,,,,,,,,
609,,,,,,,,,,,,,,,,,
613,,,,,,,,,,,,,,,,,
617,,,,,,,,,,,,,,,,,
621,,,,,,,,,,,,,,,,,
625,,,,,,,,,,,,,,,,,
629,,,,,,,,,,,,,,,,,
633,,,,,,,,,,,,,,,,,
637,,,,,,,,,,,,,,,,,
641,,,,,,,,,,,,,,,,,
645,,,,,,,,,,,,,,,,,
649,,,,,,,,,,,,,,,,,
653,,,,,,,,,,,,,,,,,
657,,,,,,,,,,,,,,,,,
661,,,,,,,,,,,,,,,,,
665,,,,,,,,,,,,,,,,,
669,,,,,,,,,,,,,,,,,
673,,,,,,,,,,,,,,,,,
677,,,,,,,,,,,,,,,,,
681,,,,,,,,,,,,,,,,,
685,,,,,,,,,,,,,,,,,
689,,,,,,,,,,,,,,,,,
693,,,,,,,,,,,,,,,,,
697,,,,,,,,,,,,,,,,,
701,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,
709,,,,,,,,,,,,,,,,,
713,,,,,,,,,,,,,,,,,
717,,,,,,,,,,,,,,,,,
721,,,,,,,,,,,,,,,,,
725,,,,,,,,,,,,,,,,,
729,,,,,,,,,,,,,,,,,
733,,,,,,,,,,,,,,,,,
737,,,,,,,,,,,,,,,,,
741,,,,,,,,,,,,,,,,,
745,,,,,,,,,,,,,,,,,
749,,,,,,,,,,,,,,,,,
753,,,,,,,,,,,,,,,,,
757,,,,,,,,,,,,,,,,,
761,,,,,,,,,,,,,,,,,
765,,,,,,,,,,,,,,,,,
769,,,,,,,,,,,,,,,,,
773,,,,,,,,,,,,,,,,,
777,,,,,,,,,,,,,,,,,
781,,,,,,,,,,,,,,,,,
