id,human,subject_ambiguous,"race_(b,w,a,l,m,o)",kids,dog,cat,slutty,heavy_makeup,age_in_decades,large_breasts,fat,straight_hair,blonde_hair,short_hair,religion,filter,can_see_face
682,,,,,,,,,,,,,,,,,
686,,,,,,,,,,,,,,,,,
690,,,,,,,,,,,,,,,,,
694,,,,,,,,,,,,,,,,,
698,,,,,,,,,,,,,,,,,
702,,,,,,,,,,,,,,,,,
706,,,,,,,,,,,,,,,,,
710,,,,,,,,,,,,,,,,,
714,,,,,,,,,,,,,,,,,
718,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,
726,,,,,,,,,,,,,,,,,
730,,,,,,,,,,,,,,,,,
734,,,,,,,,,,,,,,,,,
738,,,,,,,,,,,,,,,,,
742,,,,,,,,,,,,,,,,,
746,,,,,,,,,,,,,,,,,
750,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,
758,,,,,,,,,,,,,,,,,
762,,,,,,,,,,,,,,,,,
766,,,,,,,,,,,,,,,,,
770,,,,,,,,,,,,,,,,,
774,,,,,,,,,,,,,,,,,
778,,,,,,,,,,,,,,,,,
782,,,,,,,,,,,,,,,,,
